,Player,height,weight,born
3129,Lou Amundson,206,99,1982
3130,Hilton Armstrong,211,106,1984
3131,James Augustine,208,106,1984
3132,Kelenna Azubuike,196,99,1983
3133,Renaldo Balkman,203,94,1984
3134,J.J. Barea,203,94,1984
3135,Andrea Bargnani,213,111,1985
3136,Will Blalock,183,92,1983
3137,Josh Boone,208,107,1984
3138,Cedric Bozeman,198,93,1983
3139,Ronnie Brewer,193,81,1955
3140,Andre Brown,206,111,1981
3141,Shannon Brown,193,92,1985
3142,Rodney Carney,201,92,1984
3143,Mardy Collins,198,99,1984
3144,Will Conroy,188,88,1982
3145,Paul Davis,211,122,1984
3146,Yakhouba Diawara,201,102,1982
3147,Quincy Douby,190,79,1984
3148,Jordan Farmar,188,81,1986
3149,Desmon Farmer,196,99,1981
3150,Randy Foye,193,96,1983
3151,Jorge Garbajosa,206,111,1977
3152,Rudy Gay,203,104,1986
3153,Mickael Gelabale,201,97,1983
3154,Daniel Gibson,188,86,1986
3155,Andreas Glyniadakis,216,127,1981
3156,Lynn Greer,188,79,1979
3157,Mike Hall,203,104,1984
3158,Walter Herrmann,206,102,1979
3159,Robert Hite,188,83,1984
3160,Ryan Hollins,213,108,1984
3161,Mile Ilic,216,104,1984
3162,Ersan Ilyasova,208,106,1987
3163,Alexander Johnson,206,108,1983
3164,Solomon Jones,208,104,1984
3165,Tarence Kinsey,198,83,1984
3166,James Lang,208,129,1983
3167,Kyle Lowry,183,92,1986
3168,Renaldo Major,201,90,1982
3169,Damir Markota,208,102,1985
3170,Chris McCray,196,87,1984
3171,Ivan McFarlin,203,108,1982
3172,Pops Mensah-Bonsu,206,108,1983
3173,Paul Millsap,203,111,1985
3174,Randolph Morris,208,120,1986
3175,Adam Morrison,203,92,1984
3176,David Noel,198,104,1984
3177,Steve Novak,208,102,1983
3178,Patrick O'Bryant,213,117,1986
3179,Kevinn Pinkney,208,111,1983
3180,Leon Powe,203,108,1984
3181,Roger Powell,198,106,1983
3182,Chris Quinn,188,83,1983
3183,Allan Ray,188,86,1984
3184,J.J. Redick,188,86,1984
3185,Jeremy Richardson,198,83,1984
3186,Sergio Rodriguez,190,79,1986
3187,Rajon Rondo,185,84,1986
3188,Brandon Roy,198,97,1984
3189,Thabo Sefolosha,201,99,1984
3190,Mouhamed Sene,201,99,1984
3191,Cedric Simmons,206,106,1986
3192,Uros Slokar,208,107,1983
3193,Craig Smith,201,113,1983
3194,Steven Smith,201,90,1969
3195,Vassilis Spanoulis,193,88,1982
3196,Tyrus Thomas,206,97,1986
3197,P.J. Tucker,206,97,1986
3198,Marcus Vinicius,206,97,1986
3199,James White,206,131,1976
3200,Justin Williams,208,102,1984
3201,Marcus Williams,185,89,1982
3202,Shawne Williams,185,91,1975
3203,Shelden Williams,185,91,1975
3204,Arron Afflalo,196,95,1985
3205,Blake Ahearn,188,86,1984
3206,Lance Allred,211,113,1981
3207,Morris Almond,198,102,1985
3208,Joel Anthony,206,111,1982
3209,Marco Belinelli,196,95,1986
3210,Corey Brewer,206,84,1986
3211,Aaron Brooks,183,73,1985
3212,Wilson Chandler,203,102,1987
3213,Mike Conley,185,79,1987
3214,Daequan Cook,190,83,1958
3215,Javaris Crittenton,196,90,1987
3216,Jermareo Davidson,208,104,1984
3217,Glen Davis,206,131,1986
3218,Guillermo Diaz,188,87,1985
3219,Jared Dudley,201,102,1985
3220,Kevin Durant,206,108,1988
3221,Nick Fazekas,211,106,1985
3222,Kyrylo Fesenko,216,130,1986
3223,Thomas Gardner,196,102,1985
3224,Marcin Gortat,211,108,1984
3225,Aaron Gray,213,122,1984
3226,Jeff Green,196,88,1941
3227,Taurean Green,183,80,1986
3228,Mike Harris,198,108,1983
3229,Spencer Hawes,216,111,1988
3230,Al Horford,208,111,1986
3231,Yi Jianlian,213,108,1987
3232,Coby Karl,196,97,1983
3233,Carl Landry,206,112,1983
3234,Keith Langford,193,97,1983
3235,Stephane Lasme,203,97,1982
3236,Acie Law,190,88,1985
3237,Ian Mahinmi,211,113,1986
3238,Dominic McGuire,206,99,1985
3239,Josh McRoberts,208,108,1987
3240,Jamario Moon,203,92,1980
3241,Juan Carlos,203,92,1980
3242,Demetris Nichols,203,97,1984
3243,Joakim Noah,211,104,1985
3244,Oleksiy Pecherov,213,105,1985
3245,Kosta Perovic,218,108,1985
3246,Kasib Powell,201,97,1981
3247,Gabe Pruitt,193,77,1986
3248,Chris Richard,206,122,1984
3249,Cheikh Samb,216,111,1984
3250,Luis Scola,206,108,1980
3251,Ramon Sessions,190,86,1986
3252,Courtney Sims,208,111,1983
3253,Jason Smith,211,113,1977
3254,D.J. Strawberry,211,113,1977
3255,Rodney Stuckey,196,95,1986
3256,Al Thornton,203,99,1983
3257,Alando Tucker,203,86,1943
3258,Darius Washington,188,88,1985
3259,Darryl Watkins,211,117,1984
3260,C.J. Watson,211,117,1984
3261,Mario West,208,104,1960
3262,Sean Williams,208,106,1986
3263,Brandan Wright,211,102,1962
3264,Julian Wright,203,102,1987
3265,Nick Young,201,95,1985
3266,Thaddeus Young,203,100,1988
3267,Alexis Ajinca,218,112,1988
3268,Joe Alexander,203,104,1986
3269,Ryan Anderson,208,108,1988
3270,Darrell Arthur,206,106,1988
3271,D.J. Augustin,206,106,1988
3272,Nicolas Batum,203,90,1988
3273,Jerryd Bayless,190,90,1988
3274,Michael Beasley,206,106,1989
3275,Bobby Brown,193,92,1923
3276,Mario Chalmers,188,86,1986
3277,Joe Crawford,196,95,1986
3278,Joey Dorsey,203,121,1983
3279,Chris Douglas-Roberts,201,90,1987
3280,Goran Dragic,190,86,1986
3281,Rudy Fernandez,198,83,1985
3282,Danilo Gallinari,208,102,1988
3283,Marc Gasol,216,115,1985
3284,J.R. Giddens,216,115,1985
3285,Eric Gordon,193,97,1988
3286,Donte Greene,211,102,1988
3287,Hamed Haddadi,218,115,1985
3288,Malik Hairston,198,99,1987
3289,Roy Hibbert,218,122,1986
3290,J.J. Hickson,218,122,1986
3291,George Hill,190,85,1986
3292,Steven Hill,213,112,1985
3293,Othello Hunter,203,102,1986
3294,Darnell Jackson,206,114,1985
3295,Nathan Jawai,208,127,1986
3296,Dontell Jefferson,196,88,1983
3297,Trey Johnson,196,98,1984
3298,DeAndre Jordan,211,120,1988
3299,Kosta Koufos,213,120,1989
3300,Rob Kurz,206,105,1985
3301,Courtney Lee,196,90,1985
3302,Brook Lopez,213,124,1988
3303,Robin Lopez,213,115,1988
3304,Kevin Love,208,113,1988
3305,Cartier Martin,201,99,1984
3306,O.J. Mayo,201,99,1984
3307,Luc Mbah,201,99,1984
3308,JaVale McGee,213,122,1988
3309,Anthony Morrow,196,95,1985
3310,DeMarcus Nelson,193,90,1985
3311,Greg Oden,213,113,1988
3312,Anthony Randolph,208,92,1989
3313,Derrick Rose,190,86,1988
3314,Brandon Rush,198,99,1985
3315,Walter Sharpe,206,111,1986
3316,Sean Singletary,183,83,1985
3317,Marreese Speights,208,115,1987
3318,Mike Taylor,188,74,1986
3319,Jason Thompson,185,83,1946
3320,Anthony Tolliver,203,108,1985
3321,Roko Ukic,196,83,1984
3322,Henry Walker,196,83,1984
3323,Kyle Weaver,198,91,1986
3324,Sonny Weems,198,92,1986
3325,Russell Westbrook,190,90,1988
3326,D.J. White,190,90,1988
3327,Jawad Williams,206,108,1968
3328,Sun Yue,206,92,1985
3329,David Andersen,208,104,1943
3330,Antonio Anderson,188,83,1945
3331,Jeff Ayres,188,83,1945
3332,Rodrigue Beaubois,183,77,1988
3333,DeJuan Blair,201,122,1989
3334,Jon Brockman,201,115,1987
3335,Derrick Brown,185,72,1968
3336,Chase Budinger,201,94,1988
3337,DeMarre Carroll,203,97,1986
3338,Omri Casspi,206,102,1988
3339,Earl Clark,208,102,1988
3340,Darren Collison,183,79,1987
3341,Dante Cunningham,203,104,1987
3342,JamesOn Curry,190,86,1986
3343,Stephen Curry,190,86,1988
3344,Austin Daye,211,99,1988
3345,DeMar DeRozan,201,100,1989
3346,Toney Douglas,188,88,1986
3347,Wayne Ellington,193,90,1987
3348,Tyreke Evans,198,99,1989
3349,Jonny Flynn,183,83,1989
3350,Sundiata Gaines,185,83,1986
3351,Alonzo Gee,198,102,1987
3352,Taj Gibson,206,102,1985
3353,Trey Gilder,206,83,1985
3354,Danny Green,206,100,1957
3355,Taylor Griffin,201,107,1986
3356,Tyler Hansbrough,206,113,1985
3357,James Harden,196,99,1989
3358,Jordan Hill,208,106,1987
3359,Jrue Holiday,193,92,1990
3360,Lester Hudson,190,86,1984
3361,Chris Hunter,211,108,1984
3362,Serge Ibaka,208,106,1989
3363,Cedric Jackson,190,86,1986
3364,Othyus Jeffers,196,90,1985
3365,Brandon Jennings,185,77,1989
3366,Jonas Jerebko,208,104,1987
3367,James Johnson,206,113,1987
3368,Oliver Lafayette,188,86,1984
3369,Marcus Landry,201,104,1985
3370,Ty Lawson,180,88,1987
3371,Wesley Matthews,185,77,1959
3372,Eric Maynor,190,79,1987
3373,Jodie Meeks,193,95,1987
3374,Patty Mills,203,111,1985
3375,Byron Mullens,213,124,1989
3376,A.J. Price,213,124,1989
3377,DaJuan Summers,203,104,1988
3378,Jermaine Taylor,193,79,1960
3379,Jeff Teague,188,84,1988
3380,Garrett Temple,198,88,1986
3381,Hasheem Thabeet,221,119,1987
3382,Marcus Thornton,193,92,1987
3383,Terrence Williams,198,99,1987
3384,Sam Young,198,99,1985
3385,Jeff Adrien,201,111,1986
3386,Solomon Alabi,216,113,1988
3387,Cole Aldrich,211,113,1988
3388,Al-Farouq Aminu,206,99,1990
3389,James Anderson,198,96,1989
3390,Omer Asik,213,115,1986
3391,Luke Babbitt,206,102,1989
3392,Eric Bledsoe,185,86,1989
3393,Trevor Booker,203,103,1987
3394,Craig Brackins,208,104,1987
3395,Avery Bradley,188,81,1990
3396,Derrick Caracter,206,124,1988
3397,Sherron Collins,180,92,1987
3398,Marcus Cousin,211,111,1986
3399,DeMarcus Cousins,211,122,1990
3400,Jordan Crawford,196,95,1986
3401,Ed Davis,208,108,1989
3402,Zabian Dowdell,190,86,1984
3403,Devin Ebanks,206,97,1989
3404,Semih Erden,213,108,1986
3405,Jeremy Evans,206,90,1987
3406,Patrick Ewing,213,108,1962
3407,Christian Eyenga,196,95,1989
3408,Derrick Favors,208,120,1991
3409,Landry Fields,201,95,1988
3410,Gary Forbes,201,99,1985
3411,Paul George,206,99,1990
3412,Blake Griffin,208,113,1989
3413,Luke Harangody,203,111,1988
3414,Manny Harris,196,83,1989
3415,Gordon Hayward,203,102,1990
3416,Lazar Hayward,198,102,1986
3417,Xavier Henry,198,99,1991
3418,Damion James,201,102,1987
3419,Eugene Jeter,180,79,1983
3420,Armon Johnson,196,107,1920
3421,Chris Johnson,183,77,1949
3422,Wesley Johnson,201,97,1987
3423,Dominique Jones,203,99,1975
3424,Gani Lawal,206,106,1988
3425,Jeremy Lin,190,90,1988
3426,Greg Monroe,211,120,1990
3427,Timofey Mozgov,216,124,1986
3428,Hamady N'Diaye,213,106,1987
3429,Gary Neal,193,95,1984
3430,Larry Owens,201,95,1983
3431,Patrick Patterson,206,104,1989
3432,Nikola Pekovic,211,139,1986
3433,Dexter Pittman,211,139,1988
3434,Quincy Pondexter,201,99,1988
3435,Andy Rautins,193,86,1986
3436,Samardo Samuels,206,117,1989
3437,Larry Sanders,211,106,1988
3438,Kevin Seraphin,206,129,1989
3439,Mustafa Shakur,190,86,1984
3440,Garret Siler,211,138,1986
3441,Ish Smith,183,79,1988
3442,Tiago Splitter,211,111,1985
3443,Lance Stephenson,196,104,1990
3444,Pape Sy,201,102,1988
3445,Evan Turner,201,99,1988
3446,Ekpe Udoh,208,108,1987
3447,Ben Uzoh,190,92,1988
3448,Greivis Vasquez,198,98,1987
3449,John Wall,193,88,1990
3450,Willie Warren,193,92,1989
3451,Hassan Whiteside,213,120,1989
3452,Lavoy Allen,206,117,1989
3453,Gustavo Ayon,208,113,1985
3454,Keith Benson,208,106,1954
3455,Bismack Biyombo,206,115,1992
3456,MarShon Brooks,196,90,1989
3457,Alec Burks,198,97,1991
3458,Jimmy Butler,201,99,1989
3459,Derrick Byars,201,99,1984
3460,Norris Cole,188,79,1988
3461,Eric Dawson,206,113,1984
3462,Justin Dentmon,180,83,1985
3463,Jerome Dyson,190,81,1987
3464,Kenneth Faried,203,103,1989
3465,Jeff Foote,213,120,1987
3466,Courtney Fortson,180,83,1988
3467,Jimmer Fredette,188,88,1989
3468,Mickell Gladness,211,99,1986
3469,Andrew Goudelock,190,90,1988
3470,Jordan Hamilton,178,72,1948
3471,Justin Harper,208,102,1989
3472,Josh Harrellson,208,124,1989
3473,Terrel Harris,196,86,1987
3474,Tobias Harris,190,86,1967
3475,Cory Higgins,196,81,1989
3476,Darington Hobson,201,95,1987
3477,Tyler Honeycutt,203,85,1990
3478,Dennis Horner,206,104,1988
3479,Kyrie Irving,190,87,1992
3480,Reggie Jackson,190,94,1990
3481,Charles Jenkins,190,99,1989
3482,Carldell Johnson,178,81,1983
3483,Ivan Johnson,203,104,1984
3484,JaJuan Johnson,206,113,1987
3485,Jerome Jordan,213,114,1986
3486,Cory Joseph,190,87,1991
3487,Enes Kanter,211,111,1992
3488,D.J. Kennedy,211,111,1992
3489,Brandon Knight,178,78,1975
3490,Malcolm Lee,196,90,1990
3491,Kawhi Leonard,201,104,1991
3492,Travis Leslie,193,92,1990
3493,Jon Leuer,208,103,1989
3494,DeAndre Liggins,198,94,1988
3495,Shelvin Mack,190,92,1990
3496,Vernon Macklin,208,102,1986
3497,E'Twaun Moore,208,102,1986
3498,Darius Morris,193,86,1991
3499,Marcus Morris,188,88,1925
3500,Markieff Morris,188,88,1925
3501,Daniel Orton,208,115,1990
3502,Jeremy Pargo,188,99,1986
3503,Chandler Parsons,208,104,1988
3504,Ryan Reid,203,105,1986
3505,Ricky Rubio,193,87,1990
3506,Josh Selby,188,83,1991
3507,Iman Shumpert,196,99,1990
3508,Xavier Silas,196,92,1988
3509,Chris Singleton,203,104,1989
3510,Donald Sloan,190,92,1988
3511,Jerry Smith,188,86,1987
3512,Nolan Smith,188,83,1988
3513,Greg Stiemsma,211,117,1985
3514,Julyan Stone,198,90,1988
3515,Isaiah Thomas,185,81,1961
3516,Lance Thomas,203,106,1988
3517,Malcolm Thomas,206,102,1988
3518,Trey Thompkins,206,107,1991
3519,Klay Thompson,201,97,1990
3520,Mychel Thompson,208,102,1955
3521,Tristan Thompson,206,107,1991
3522,Jeremy Tyler,208,117,1991
3523,Edwin Ubiles,198,92,1986
3524,Jan Vesely,211,108,1990
3525,Nikola Vucevic,213,117,1990
3526,Kemba Walker,203,95,1964
3527,Derrick Williams,190,90,1984
3528,Elliot Williams,196,86,1989
3529,Jordan Williams,188,83,1951
3530,Chris Wright,203,102,1988
3531,Quincy Acy,201,108,1990
3532,Josh Akognon,180,83,1986
3533,Harrison Barnes,190,92,1945
3534,Will Barton,198,79,1991
3535,Aron Baynes,208,117,1986
3536,Kent Bazemore,196,91,1989
3537,Bradley Beal,196,93,1993
3538,Patrick Beverley,185,83,1988
3539,Victor Claver,206,101,1988
3540,Chris Copeland,206,108,1984
3541,Jae Crowder,198,106,1990
3542,Jared Cunningham,193,88,1991
3543,Anthony Davis,206,97,1968
3544,Nando De,206,97,1968
3545,Andre Drummond,211,126,1993
3546,Kim English,198,90,1988
3547,Festus Ezeli,211,115,1989
3548,Evan Fournier,201,92,1992
3549,Joel Freeland,208,113,1987
3550,Diante Garrett,190,83,1947
3551,Draymond Green,201,104,1990
3552,Ben Hansbrough,190,92,1987
3553,Maurice Harkless,206,97,1993
3554,John Henson,211,103,1990
3555,Justin Holiday,198,83,1989
3556,Bernard James,208,108,1985
3557,John Jenkins,193,97,1991
3558,Orlando Johnson,196,99,1989
3559,Darius Johnson-Odom,201,95,1970
3560,DeQuan Jones,203,100,1990
3561,Kevin Jones,203,113,1989
3562,Perry Jones,211,106,1991
3563,Terrence Jones,206,114,1992
3564,Kris Joseph,201,95,1988
3565,Michael Kidd-Gilchrist,201,105,1993
3566,Viacheslav Kravtsov,213,117,1987
3567,Doron Lamb,193,95,1991
3568,Jeremy Lamb,196,83,1992
3569,Meyers Leonard,216,111,1992
3570,Damian Lillard,190,88,1990
3571,Scott Machado,185,92,1990
3572,Kendall Marshall,193,90,1991
3573,Fab Melo,213,115,1990
3574,Khris Middleton,203,106,1991
3575,Darius Miller,203,106,1990
3576,Quincy Miller,206,95,1992
3577,Donatas Motiejunas,213,100,1990
3578,Arnett Moultrie,211,112,1990
3579,Kevin Murphy,196,83,1990
3580,Andrew Nicholson,206,113,1989
3581,Kyle O'Quinn,208,113,1990
3582,Tim Ohlbrecht,211,115,1988
3583,Miles Plumlee,211,112,1988
3584,Pablo Prigioni,190,83,1977
3585,Austin Rivers,193,90,1992
3586,Brian Roberts,185,78,1985
3587,Thomas Robinson,208,107,1991
3588,Terrence Ross,201,93,1991
3589,Robert Sacre,213,122,1989
3590,Mike Scott,203,107,1988
3591,Tornike Shengelia,206,98,1991
3592,Alexey Shved,198,86,1988
3593,Henry Sims,208,112,1990
3594,Kyle Singler,203,103,1988
3595,Jared Sullinger,206,117,1992
3596,Jeffery Taylor,193,79,1960
3597,Tyshawn Taylor,190,83,1990
3598,Marquis Teague,188,85,1993
3599,Mirza Teletovic,206,109,1985
3600,Jonas Valanciunas,213,120,1992
3601,Jarvis Varnado,206,104,1988
3602,Dion Waiters,193,102,1991
3603,Maalik Wayns,188,90,1991
3604,Tony Wroten,198,92,1993
3605,Luke Zeller,211,111,1987
3606,Tyler Zeller,213,114,1990
3607,Steven Adams,213,115,1993
3608,Giannis Antetokounmpo,211,100,1994
3609,Pero Antic,211,117,1982
3610,Chris Babb,196,102,1990
3611,Anthony Bennett,203,111,1993
3612,Vander Blue,193,90,1992
3613,Lorenzo Brown,196,85,1990
3614,Reggie Bullock,201,92,1991
3615,Trey Burke,185,86,1992
3616,Dwight Buycks,190,86,1989
3617,Nick Calathes,198,96,1989
3618,Kentavious Caldwell-Pope,196,92,1993
3619,Isaiah Canaan,183,91,1991
3620,Michael Carter-Williams,198,86,1991
3621,Dionte Christmas,196,92,1986
3622,Ian Clark,190,79,1991
3623,Robert Covington,206,97,1990
3624,Allen Crabbe,198,95,1992
3625,Seth Curry,188,83,1990
3626,Troy Daniels,193,92,1991
3627,Luigi Datome,203,97,1987
3628,Brandon Davies,208,108,1991
3629,Dewayne Dedmon,213,111,1989
3630,Matthew Dellavedova,193,89,1990
3631,Gorgui Dieng,211,109,1990
3632,Shane Edwards,201,99,1987
3633,Vitor Faverani,211,117,1988
3634,Carrick Felix,198,91,1990
3635,Jamaal Franklin,196,86,1991
3636,Rudy Gobert,216,111,1992
3637,Archie Goodwin,196,90,1994
3638,Jorge Gutierrez,190,86,1988
3639,Justin Hamilton,213,117,1990
3640,Elias Harris,203,108,1989
3641,Solomon Hill,201,102,1991
3642,Scotty Hopson,201,92,1989
3643,Robbie Hummel,203,97,1989
3644,Sergey Karasev,201,94,1993
3645,Ryan Kelly,211,104,1991
3646,Ognjen Kuzmic,216,113,1990
3647,Shane Larkin,180,79,1992
3648,Ricky Ledo,201,88,1992
3649,Alex Len,216,117,1993
3650,Ray McCallum,190,86,1991
3651,C.J. McCollum,190,86,1991
3652,Ben McLemore,196,88,1993
3653,Gal Mekel,190,86,1988
3654,Tony Mitchell,201,92,1966
3655,Shabazz Muhammad,198,101,1992
3656,Erik Murphy,208,104,1990
3657,Toure' Murry,196,88,1989
3658,Mike Muscala,211,108,1991
3659,Nemanja Nedovic,190,87,1991
3660,James Nunnally,201,92,1990
3661,Victor Oladipo,193,95,1992
3662,Kelly Olynyk,213,107,1991
3663,Arinze Onuaku,206,115,1987
3664,Mason Plumlee,211,111,1990
3665,Otto Porter,203,89,1993
3666,Phil Pressey,180,79,1991
3667,Miroslav Raduljica,213,113,1988
3668,Andre Roberson,196,83,1955
3669,Dennis Schroder,185,78,1993
3670,Peyton Siva,183,83,1990
3671,Tony Snell,201,90,1991
3672,James Southerland,203,97,1990
3673,D.J. Stephens,203,97,1990
3674,Adonis Thomas,201,90,1993
3675,Hollis Thompson,203,93,1991
3676,Casper Ware,178,79,1990
3677,Royce White,203,95,1959
3678,Jeff Withey,213,104,1990
3679,Nate Wolters,193,86,1991
3680,Cody Zeller,213,108,1992
3681,Jordan Adams,196,94,1994
3682,Furkan Aldemir,208,108,1991
3683,Kyle Anderson,206,104,1993
3684,Cameron Bairstow,206,113,1990
3685,Jerrelle Benimon,203,111,1991
3686,Sim Bhullar,226,163,1992
3687,Tarik Black,206,113,1991
3688,Bojan Bogdanovic,198,92,1992
3689,Jabari Brown,193,97,1992
3690,Markel Brown,190,83,1974
3691,Bruno Caboclo,206,98,1995
3692,Clint Capela,206,98,1995
3693,Will Cherry,183,83,1991
3694,Patrick Christopher,196,94,1988
3695,Jordan Clarkson,196,87,1992
3696,Jack Cooley,206,117,1991
3697,Bryce Cotton,185,74,1992
3698,Andre Dawkins,196,97,1991
3699,Spencer Dinwiddie,198,90,1993
3700,Zoran Dragic,196,90,1989
3701,Cleanthony Early,203,95,1991
3702,James Ennis,201,95,1990
3703,Tyler Ennis,190,87,1994
3704,Dante Exum,198,86,1995
3705,Tim Frazier,185,77,1990
3706,Langston Galloway,188,90,1991
3707,Aaron Gordon,206,99,1995
3708,Drew Gordon,206,111,1990
3709,Jerami Grant,203,95,1994
3710,Erick Green,193,83,1991
3711,JaMychal Green,206,102,1990
3712,P.J. Hairston,206,102,1990
3713,Gary Harris,193,95,1994
3714,Joe Harris,198,99,1991
3715,Rodney Hood,203,93,1992
3716,Joe Ingles,203,102,1987
3717,Cory Jefferson,206,98,1990
3718,Grant Jerrett,208,106,1993
3719,Nick Johnson,190,91,1992
3720,Tyler Johnson,193,84,1992
3721,Sean Kilpatrick,193,95,1990
3722,Alex Kirk,213,111,1991
3723,Joffrey Lauvergne,211,99,1991
3724,Zach LaVine,196,85,1995
3725,Kalin Lucas,185,88,1989
3726,Devyn Marble,198,90,1992
3727,James Michael,198,90,1992
3728,K.J. McDaniels,198,90,1992
3729,Doug McDermott,203,102,1992
3730,Mitch McGary,208,115,1992
3731,Jerel McNeal,190,90,1987
3732,Elijah Millsap,198,102,1987
3733,Nikola Mirotic,208,99,1991
3734,Eric Moreland,208,107,1991
3735,Shabazz Napier,185,79,1991
3736,Nerlens Noel,211,103,1994
3737,Lucas Nogueira,213,109,1992
3738,Jusuf Nurkic,213,127,1994
3739,Johnny O'Bryant,206,116,1993
3740,Kostas Papanikolaou,203,102,1990
3741,Jabari Parker,203,113,1995
3742,Adreian Payne,208,107,1991
3743,Elfrid Payton,193,83,1994
3744,Dwight Powell,211,108,1991
3745,Julius Randle,206,113,1994
3746,Damjan Rudez,208,103,1986
3747,JaKarr Sampson,211,106,1983
3748,Marcus Smart,193,99,1994
3749,Russ Smith,183,74,1991
3750,Nik Stauskas,198,92,1993
3751,David Stockton,180,74,1991
3752,Jarnell Stokes,206,119,1994
3753,Noah Vonleh,208,108,1995
3754,T.J. Warren,208,108,1995
3755,David Wear,208,104,1990
3756,Travis Wear,208,104,1990
3757,Shayne Whittington,211,113,1991
3758,Andrew Wiggins,203,90,1995
3759,C.J. Wilcox,203,90,1995
3760,James Young,198,97,1995
3761,Cliff Alexander,203,111,1995
3762,Justin Anderson,198,103,1993
3763,Thanasis Antetokounmpo,201,92,1992
3764,Keith Appling,185,83,1992
3765,Nemanja Bjelica,208,108,1988
3766,Devin Booker,198,93,1996
3767,Anthony Brown,206,111,1981
3768,Willie Cauley-Stein,213,108,1993
3769,Rakeem Christmas,206,113,1991
3770,Coty Clarke,201,105,1992
3771,Pat Connaughton,196,93,1993
3772,Branden Dawson,198,102,1993
3773,Bryce Dejean-Jones,198,94,1992
3774,Sam Dekker,206,104,1994
3775,Duje Dukan,206,99,1991
3776,Jarell Eddie,201,98,1991
3777,Cristiano Felicio,208,124,1992
3778,Jerian Grant,203,95,1994
3779,Montrezl Harrell,203,108,1994
3780,Aaron Harrison,198,95,1994
3781,Mario Hezonja,203,97,1995
3782,Darrun Hilliard,198,92,1993
3783,Rondae Hollis-Jefferson,201,99,1995
3784,Richaun Holmes,208,111,1993
3785,Marcelo Huertas,190,90,1983
3786,Josh Huestis,201,104,1991
3787,R.J. Hunter,201,104,1991
3788,Damien Inglis,203,111,1995
3789,Stanley Johnson,203,99,1944
3790,Nikola Jokic,208,113,1995
3791,Tyus Jones,188,88,1996
3792,Frank Kaminsky,213,109,1993
3793,Sasha Kaun,211,117,1985
3794,Kevon Looney,206,99,1996
3795,Trey Lyles,208,106,1995
3796,Boban Marjanovic,221,131,1988
3797,Jarell Martin,208,108,1994
3798,T.J. McConnell,208,108,1994
3799,Chris McCullough,211,90,1995
3800,Jordan McRae,198,83,1991
3801,Salah Mejri,216,111,1986
3802,Jordan Mickey,203,106,1994
3803,Luis Montero,201,83,1993
3804,Emmanuel Mudiay,196,90,1996
3805,Xavier Munford,196,90,1996
3806,Raul Neto,185,81,1992
3807,J.J. O'Brien,185,81,1992
3808,Jahlil Okafor,211,124,1995
3809,Kelly Oubre,201,92,1995
3810,Lamar Patterson,196,102,1991
3811,Cameron Payne,190,83,1994
3812,Tibor Pleiss,221,116,1989
3813,Bobby Portis,211,104,1995
3814,Kristaps Porzingis,221,108,1995
3815,Norman Powell,193,97,1993
3816,Willie Reed,206,106,1942
3817,Josh Richardson,198,90,1993
3818,Terry Rozier,188,86,1994
3819,D'Angelo Russell,188,86,1994
3820,Jonathon Simmons,185,83,1924
3821,Alex Stepheson,208,122,1987
3822,Walter Tavares,221,117,1992
3823,Axel Toupane,201,89,1992
3824,Karl-Anthony Towns,213,110,1995
3825,Myles Turner,211,110,1996
3826,Rashad Vaughn,198,91,1996
3827,Briante Weber,188,74,1992
3828,Alan Williams,198,90,1948
3829,Justise Winslow,201,102,1996
3830,Christian Wood,211,99,1995
3831,Delon Wright,196,83,1992
3832,Joe Young,188,81,1992
3833,Alex Abrines,198,86,1993
3834,Ron Baker,193,99,1993
3835,Wade Baldwin,193,91,1996
3836,Malik Beasley,196,88,1996
3837,DeAndre' Bembry,198,95,1994
3838,Dragan Bender,216,102,1997
3839,Ben Bentil,206,106,1995
3840,Davis Bertans,208,95,1992
3841,Joel Bolomboy,206,106,1994
3842,Malcolm Brogdon,196,97,1992
3843,Jaylen Brown,193,97,1992
3844,Nicolas Brussino,201,88,1993
3845,Marquese Chriss,208,105,1997
3846,Semaj Christon,190,86,1992
3847,Quinn Cook,188,83,1993
3848,Deyonta Davis,211,107,1996
3849,Malcolm Delaney,190,86,1989
3850,Cheick Diallo,206,99,1996
3851,Kris Dunn,193,95,1994
3852,Henry Ellenson,211,111,1997
3853,Joel Embiid,213,113,1994
3854,Kay Felder,175,79,1995
3855,Yogi Ferrell,183,81,1993
3856,Dorian Finney-Smith,203,99,1993
3857,Bryn Forbes,190,86,1993
3858,Patricio Garino,198,95,1993
3859,Michael Gbinije,201,90,1992
3860,Marcus Georges-Hunt,196,97,1994
3861,Jonathan Gibson,188,83,1987
3862,Treveon Graham,198,99,1993
3863,A.J. Hammons,198,99,1993
3864,Andrew Harrison,198,96,1994
3865,Juan Hernangomez,206,104,1995
3866,Willy Hernangomez,211,108,1994
3867,Buddy Hield,193,97,1993
3868,Danuel House,201,93,1993
3869,Brandon Ingram,206,86,1997
3870,Demetrius Jackson,185,91,1994
3871,Pierre Jackson,178,81,1991
3872,Brice Johnson,208,95,1979
3873,Damian Jones,190,83,1976
3874,Derrick Jones,203,100,1990
3875,Mindaugas Kuzminskas,206,97,1989
3876,Skal Labissiere,211,102,1996
3877,Nicolas Laprovittola,193,81,1990
3878,Jake Layman,206,95,1994
3879,Caris LeVert,201,92,1994
3880,Shawn Long,206,115,1993
